"key","type","title","DOI","date","pub","collections"
"IUJ5W8C4","journalArticle","How detailed is the central pattern generation for locomotion","10.1016/0006-8993(75)90401-1","1975-05-02","Brain Research","N9R9QB36"
"P44MB69M","journalArticle","Functional role of muscle reflexes for force generation in the decerebrate walking cat",,"2000","Journal of Physiology","NW7YXWPA;XXAXGRUX"
"WI4RWMFY","journalArticle","Analysis of Chaotic Resonance in Izhikevich Neuron Model","10.1371/journal.pone.0138919","2015-9-30","PLOS ONE","YGJ8NW46"
"95EJV9GJ","journalArticle","Recent advances in evolutionary and bio-inspired adaptive robotics: Exploiting embodied dynamics","10.1007/s10489-021-02275-9","2021-05-10","Applied Intelligence","N9R9QB36"
"CEUPHJQ2","journalArticle","A bio-inspired condylar hinge joint for mobile robots","10.1109/IROS.2011.6048561","September 2011","International Conference on Intelligent Robots and Systems","7BJ8K9CF;AR82MPS8;Q5A46GCA"
"PNNGRK23","journalArticle","Proprioceptive regulation of locomotion.","10.1016/0959-4388(95)80107-3","1995-12-01","Current Opinion in Neurobiology","N9R9QB36"
"394JWXUG","journalArticle","Functional plasticity following spinal cord lesions.","10.1016/s0079-6123(06)57016-5","2006-01-01","Progress in Brain Research","N9R9QB36"
"7ID949EQ","journalArticle","Development and functional organization of spinal locomotor circuits","10.1016/j.conb.2010.09.004","2/2011","Current Opinion in Neurobiology","N9R9QB36"
"IYMF9ATJ","journalArticle","Modelling spinal circuitry involved in locomotor pattern generation: insights from the effects of afferent stimulation","10.1113/jphysiol.2006.118711","2006","The Journal of Physiology","N9R9QB36"
"J2XUYU4G","journalArticle","the Spontaneously Locomoting Premammillary Cat Heterogenic Feedback Between Hindlimb Extensors in",,"2013-01-01",,"N9R9QB36"
"GF95QC93","journalArticle","Discharges of single hindlimb afferents in the freely moving cat.","10.1152/jn.1976.39.5.1090","1976-09-01","Journal of Neurophysiology","N9R9QB36;Y9RHVYHT"
"5FDJC6H3","journalArticle","Models of ensemble firing of muscle spindle afferents recorded during normal locomotion in cats","10.1111/j.1469-7793.1998.277bu.x","1998","The Journal of Physiology","7N4C29P2;BS9BJMUU;N9R9QB36"
"WZQ9ALUW","journalArticle","Predictive and reactive tuning of the locomotor CPG","10.1093/icb/icm065","2007-10-01","Integrative and Comparative Biology","N9R9QB36"
"7H4BZDUT","journalArticle","Mechanical entrainment of fictive locomotion in the decerebrate cat.","10.1152/jn.1994.71.6.2074","1994-06-01","Journal of Neurophysiology","N9R9QB36"
"JSTBWITQ","thesis","Internal Structure of the Fly Elementary Motion Detector",,"9-30-2011",,"5T5PXLZC"
"JVYBTIS4","journalArticle","Mathematical Models of Proprioceptors. I. Control and Transduction in the Muscle Spindle","10.1152/jn.00868.2005","2006-10","Journal of Neurophysiology","7N4C29P2;BS9BJMUU;N9R9QB36"
"N3QJQTY2","journalArticle","Comparative Locomotor Systems","10.1002/9781118133880.hop203007","2012-09-26",,"N9R9QB36"
"EXAFP5SJ","journalArticle","Design process and tools for dynamic neuromechanical models and robot controllers","10.1007/s00422-017-0711-4","2017-02-01","Biological Cybernetics","J9QQKKC3;N9R9QB36;S7EBCZE4"
"2JGSSVN9","journalArticle","Simple model of spiking neurons","10.1109/TNN.2003.820440","2003-11","IEEE Transactions on Neural Networks","KKTCWNPD;RK95XFHP;YGJ8NW46"
"HKXA2TBV","journalArticle","Parallel Complementary Strategies for Implementing Biological Principles into Mobile Robots","10.1177/0278364903022003003","2003-03-01","The International Journal of Robotics Research","N9R9QB36"
"LHB4CXHW","journalArticle","Circuits controlling vertebrate locomotion: moving in a new direction","10.1038/nrn2608","2009-07-01","Nature Reviews Neuroscience","N9R9QB36"
"3YGTGKIN","book","Flight Control Group Lead",,,,"8KUXKGCX;MMK48V5F;U65AP8TW"
"TN5ZR96S","journalArticle","Spinal pattern generation","10.1016/0959-4388(94)90139-2","1994-12-01","Current Opinion in Neurobiology","N9R9QB36"
"DX7DSGWT","webpage","Pattern formation in the Drosophila retina",,,,"5T5PXLZC"
"2UQEDLWN","journalArticle","Identification of passive elastic joint moments in the lower extremities","10.1016/S0021-9290(99)00009-3","May 1, 1999","Journal of Biomechanics","Q5A46GCA;VIKGTZKC"
"2IMENNEQ","thesis","Design of a Quadruped Robot Driven by Air Muscles (Master's thesis)",,"2006",,"5TDG33CE;7BJ8K9CF;7E78U3HX;8ZJVZTWZ;NZCI8A3Q;RPTFU546;TK8F7HCH;V22WMIYJ"
"JTXLJPMD","journalArticle","Robust coding of flow-field parameters by axo-axonal gap junctions between fly visual interneurons",,"2007","Proceedings of the National Academy of Sciences","5T5PXLZC"
"Z8TF4VDH","journalArticle","Neuromechanics: an integrative approach for understanding motor control.","10.1093/icb/icm024","2007-07-01","Integrative and Comparative Biology","N9R9QB36"
"GQNPU75G","journalArticle","The locomotion of the low spinal cat. I. Coordination within a hindlimb.","10.1111/j.1748-1716.1980.tb06533.x","1980-03-01","Acta Physiologica Scandinavica","N9R9QB36"
"5XWMARHZ","journalArticle","Muscle spindle discharge in normal and obstructed movements.","10.1113/jphysiol.1979.sp012645","1979","The Journal of Physiology","N9R9QB36"
"74RR54ME","journalArticle","Miniature curved artificial compound eyes","10.1073/pnas.1219068110","06/04/2013","Proceedings of the National Academy of Sciences","5T5PXLZC"
"AWC7CM43","journalArticle","A method to study and enhance the energy efficiency of soft electrostatic actuators","10.1073/pnas.2527676123","2026-02-10","Proceedings of the National Academy of Sciences","56KFHKNU;VD8SAM7F"
"E8AQY4SZ","journalArticle","Evolution and analysis of model CPGs for walking: II. General principles and individual variability.","10.1023/a:1008920021246","1999-09-01","Journal of Computational Neuroscience","N9R9QB36"
"RK3JWYKL","conferencePaper","Aerodynamic Sensing for a Fixed Wing UAS Operating at High Angles of Attack","10.2514/6.2012-4416","2012",,"8KUXKGCX;U65AP8TW"
"BY42KNQJ","journalArticle","A Bio-Inspired Flying Robot Sheds Light on Insect Piloting Abilities","10.1016/j.cub.2006.12.032","February 20, 2007","Current Biology","5T5PXLZC"
"A4UXW6CJ","journalArticle","Muscle modes during shifts of the center of pressure by standing persons: effect of instability and additional support","10.1007/s00221-003-1812-y","2004-07-01","Experimental Brain Research","BHJDGXEG"
"UNBA8DCW","journalArticle","Identified interneurons contributing to locomotion in mammals","10.1016/b978-0-12-819260-3.00009-3","2023-01-01","Elsevier eBooks","N9R9QB36"
"KMKXUJW7","conferencePaper","A robust controller for manipulator driven by artificial muscle actuator","10.1109/CCA.1996.558917","1996-09",,"AJENK7I2;WMJF5UGJ"
"LPG6TYBG","journalArticle","A Synthetic Nervous System Controls a Simulated Cockroach","10.3390/app8010006","2017-12-22","Applied Sciences","N9R9QB36;S7EBCZE4"
"CDHJ5E23","journalArticle","The Cat Model of Spinal Cord Injury","10.1007/978-1-62703-197-4_8","2013-01-01",,"N9R9QB36"
"6IQVYGQE","journalArticle","Sensorimotor Integration in the Spinal Cord, from Behaviors to Circuits: New Tools to Close the Loop?","10.1007/978-3-319-12913-6_8","2015-01-01",,"N9R9QB36"
"7LYG3UM8","journalArticle","Load Detectors and Their Reflexes During Gait in Cat and Man","10.1007/978-94-010-0870-9_20","2000-01-01",,"N9R9QB36"
"29AT3ZJE","journalArticle","A Synthetic Nervous System Model of the Insect Optomotor Response","10.1007/978-3-030-64313-3_30","2020",,"N9R9QB36"
"ZKXCP2IA","journalArticle","A Neural Basis for Motor Primitives in the Spinal Cord","10.1523/jneurosci.5894-08.2010","2010-01-27","The Journal of Neuroscience","N9R9QB36"
"6Y86K5KL","journalArticle","Pattern generation for stick insect walking movements-multisensory control of a locomotor program","10.1016/s0165-0173(98)00006-x","1998-06-01","Brain Research Reviews","N9R9QB36"
"QLDHTM6D","journalArticle","Confluence of Active and Passive Control Mechanisms Enabling Autonomy and Terrain Adaptability for Robots in Variable Environments","10.1109/wcecs.2008.25","2008-10-22",,"N9R9QB36"
"ZY79NDZP","journalArticle","Neonatal Rat Spinal Cord Bulbospinal Activation of Locomotion in the In Vitro Contribution of Commissural Projections to",,"2015-01-01",,"N9R9QB36"
"KSKFEU3H","journalArticle","Robustness, flexibility, and sensitivity in a multifunctional motor control model","10.1007/s00422-016-0704-8","2017-02-01","Biological Cybernetics","N9R9QB36"
"9KY9MJZK","journalArticle","Sensory Coupled Action Switching Modules Generate Robust, Adaptive Stepping in Legged Robots",,"2006-09-01",,"N9R9QB36"
"2YEI687V","journalArticle","Toward Mission Capable Legged Robots through Biological Inspiration","10.1023/a:1012478704769","2001-11-01","Autonomous Robots","N9R9QB36"
"KFLNMBEP","journalArticle","Firing Frequency of Leaky Intergrate-and-fire Neurons with Synaptic Current Dynamics","10.1006/jtbi.1998.0782","1998-11-07","Journal of Theoretical Biology","YGJ8NW46"
"TCTVYVAR","journalArticle","The functional role of triceps during human locomotion",,"2013-11-22",,"N9R9QB36"
"PDPSSHAU","conferencePaper","Motion Control of a Robot Fish Based on CPG","10.1109/ICIT.2005.1600829","2005",,"7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"ZHSH5K3Z","journalArticle","A Generalized Linear Integrate-and-Fire Neural Model Produces Diverse Spiking Behaviors","10.1162/neco.2008.12-07-680","2009 Mar","Neural computation","7N4C29P2;LB2PA2M3;V22WMIYJ"
"NIB6LXPP","journalArticle","Intralimb and interlimb coordination in the cat during real and fictive rhythmic motor programs","10.1016/s1044-5765(05)80026-0","1993-02-01","Seminars in Neuroscience","N9R9QB36"
"GE566VQ7","journalArticle","Probing the Human Spinal Locomotor Circuits by Phasic Step-Induced Feedback and by Tonic Electrical and Pharmacological Neuromodulation.","10.2174/1381612822666161214144655","2017-03-31","Current Pharmaceutical Design","N9R9QB36"
"7QNSKTDI","journalArticle","Circuits for Grasping: Spinal dI3 Interneurons Mediate Cutaneous Control of Motor Behavior","10.1016/j.neuron.2013.02.007","2013-04-10","Neuron","N9R9QB36"
"PPELXJSW","journalArticle","Organizing network action for locomotion: Insights from studying insect walking","10.1016/j.brainresrev.2007.06.028","2008-01-01","Brain Research Reviews","N9R9QB36"
"IBJGX3D7","journalArticle","Interneuronal relay in spinal pathways from proprioceptors","10.1016/0301-0082(92)90024-9","1992-04-01","Progress in Neurobiology","N9R9QB36"
"XT7KE2RG","journalArticle","Application of a rat hindlimb model: a prediction of force spaces reachable through stimulation of nerve fascicles","10.1109/TBME.2011.2106784.Application","2011","IEEE Trans Biomed Eng.","5TDG33CE"
"Z4BRAW86","journalArticle","Observers for Canonic Models of Neural Oscillators","10.1051/mmnp/20105206","2010","Mathematical Modelling of Natural Phenomena","QUIZCN5R"
"GDZME6MB","journalArticle","Central pattern generators and the control of rhythmic movements","10.1016/s0960-9822(01)00581-4","2001-11-27","Current Biology","N9R9QB36"
"W3L6G8LS","journalArticle","Gating and reversal of reflexes in ankle muscles during human walking","10.1007/bf00231254","1990-01-01","Experimental Brain Research","N9R9QB36"
"V86SJ8GW","journalArticle","The role of V3 neurons in speed-dependent interlimb coordination during locomotion in mice.","10.7554/elife.73424","2022-04-27","eLife","N9R9QB36"
"P65BYMUK","journalArticle","Online Hydraulic Stiffness Modulation of a Soft Robotic Fish Tail for Improved Thrust and Efficiency","10.1089/soro.2024.0030","2025-04-07","Soft Robotics","VD8SAM7F"
"F95DLUEW","journalArticle","On the central generation of locomotion in the low spinal cat","10.1007/BF00235671","1979-01-15","Experimental Brain Research","N9R9QB36"
"NLY3UHDC","journalArticle","in intact adult cats interlimb coordination during quadrupedal locomotion step-by-step basis and its impact on the consistency of Speed-dependent modulation of phase variations on a",,"2014-01-01",,"N9R9QB36"
"TLRKNDBK","journalArticle","Neuromuscular responses to gait perturbations in freely moving cats.","10.1007/bf00237937","1980-01-01","Experimental Brain Research","N9R9QB36"
"8FVF39AS","journalArticle","Primacy of Flexor Locomotor Pattern Revealed by Ancestral Reversion of Motor Neuron Identity","10.1016/j.cell.2015.06.036","2015-07-16","Cell","N9R9QB36"
"5ZVI7Y7Z","journalArticle","Heterogenic Feedback Between Hindlimb Extensors in the Spontaneously Locomoting Premammillary Cat","10.1152/jn.90338.2008","01/2009","Journal of Neurophysiology","XXAXGRUX"
"76ZBD6RT","journalArticle","Synaptic control of hindlimb motoneurones during three forms of the fictive scratch reflex in the turtle.","10.1113/jphysiol.1988.sp017281","1988","The Journal of Physiology","8A6RE9ZG;CQ4PSU6E;N9R9QB36"
"9RXRTJTI","journalArticle","Identified proprioceptive afferents and motor rhythm entrainment in the crayfish walking system","10.1152/jn.1992.67.3.530","1992-03-01","Journal of Neurophysiology","7N4C29P2"
"H4658AGS","journalArticle","Sensory Feedback Mechanism Underlying Entrainment of Central Pattern Generator to Mechanical Resonance","10.1007/s00422-005-0047-3","4/2006","Biological Cybernetics","ADI9MVVM;TYJX29H8"
"ISXA2VUP","journalArticle","Organization of functional synaptic connections between medullary reticulospinal neurons and lumbar descending commissural interneurons in the neonatal mouse.","10.1523/jneurosci.5486-10.2011","2011-03-23","The Journal of Neuroscience","N9R9QB36"
"YDTB782A","conferencePaper","Feather-Inspired Sensor for Stabilizing Unmanned Aerial Vehicles in Turbulent Conditions","10.1007/978-3-319-63537-8_20","2017/07/26",,"8KUXKGCX"
"FTMWS3MD","journalArticle","Motoneurons have different membrane resistance during fictive scratching and weight support.","10.1523/jneurosci.22-18-08259.2002","2002-09-15","The Journal of Neuroscience","N9R9QB36"
"C3EYKDH6","journalArticle","A graphics-based software system to develop and analyze models of musculoskeletal structures","10.1016/0010-4825(95)98882-E","January 1, 1995","Computers in Biology and Medicine","Q5A46GCA"
"KWFW7CZ7","journalArticle","Muscle Spindles and Their Motor Control","10.1152/physrev.1964.44.2.219","1964-04","Physiological Reviews","7N4C29P2"
"95JPRYJ7","journalArticle","Spinal interneuronal networks in the cat: Elementary components","10.1016/j.brainresrev.2007.06.022","January 2008","Brain Research Reviews","C45ZG27Y;DG4K4PN5;N9R9QB36;YVGUHXRC"
"NWAIVCVK","journalArticle","Muscle power production during intermittent swimming in bluegill sunfish","10.1002/jez.2751","2023-12","Journal of Experimental Zoology. Part A, Ecological and Integrative Physiology","VD8SAM7F"
"5DSPA7CK","journalArticle","Simulation of Human Balance Control Using an Inverted Pendulum Model","10.1007/978-3-319-63537-8_15","2017-07-26",,"N9R9QB36"
"54IGXNA5","journalArticle","Human spinal locomotor control is based on flexibly organized burst generators","10.1093/brain/awu372","03/2015","Brain","N9R9QB36;XK5E9LE4"
"G7N6VASE","journalArticle","A dynamical model exploring sensory integration in the insect central complex substructures","10.1088/1748-3190/ab57b6","2020-01-13","Bioinspiration & Biomimetics","N9R9QB36"
"632ULWPS","journalArticle","Sensory control and organization of neural networks mediating coordination of multisegmental organs for locomotion.","10.1152/jn.00615.2004","2005-03-01","Journal of Neurophysiology","N9R9QB36"
"NSB99F7Z","journalArticle","The special nature of human walking and its neural control","10.1016/S0166-2236(02)02173-2","7/2002","Trends in Neurosciences","7N4C29P2"
"3GGP88CJ","journalArticle","Subject-Specific Muscle Synergies in Human Balance Control Are Consistent Across Different Biomechanical Contexts","10.1152/jn.00960.2009","2010/06/01","Journal of Neurophysiology","BHJDGXEG;WGWM9X3A"
"ECYZ7X7Z","journalArticle","The neural control of interlimb coordination during mammalian locomotion.","10.1152/jn.00978.2016","2017-03-15","Journal of Neurophysiology","N9R9QB36"
"G6T7YF98","journalArticle","Constancy and Variability in the Output of a Central Pattern Generator","10.1523/JNEUROSCI.5072-10.2011","2011-03-23","Journal of Neuroscience","TYJX29H8"
"XVPQSHVD","journalArticle","Method for using a model-based controller for a robotic leg",,"2016-11-03",,"N9R9QB36"
"WCAU6F5K","journalArticle","Pontine reticulospinal projections in the neonatal mouse: Internal organization and axon trajectories.","10.1002/cne.23904","2016-04-15","The Journal of Comparative Neurology","N9R9QB36"
"MCTGKL4X","journalArticle","The isometric responses of mammalian muscles",,"1930-06-27","The Journal of Physiology","AJENK7I2"
"MTYMKNFZ","journalArticle","Computing Motion Dependent Afferent Activity During Cat Locomotion Using a Forward Dynamics Musculoskeletal Model","10.1007/978-1-4939-3267-2_10","2016-01-01",,"N9R9QB36"
"5XZU5QZ9","journalArticle","Self-Sustained Irregular Activity in an Ensemble of Neural Oscillators","10.1103/PhysRevX.6.011015","2016-2-19","Physical Review X","QUIZCN5R"
"QCR7W7LN","journalArticle","Sensory Feedback and Central Neuronal Interactions in Mouse Locomotion","10.1101/2023.10.31.564886","2023-11-02",,"N9R9QB36"
"9KTWY69V","journalArticle","Prominent Role of the Spinal Central Pattern Generator in the Recovery of Locomotion after Partial Spinal Cord Injuries","10.1523/JNEUROSCI.5692-07.2008","2008-04-09","Journal of Neuroscience","TYJX29H8"
"8VCB7RAL","journalArticle","Sensory feedback in cockroach locomotion: current knowledge and open questions","10.1007/s00359-014-0968-1","2015-09-01","Journal of Comparative Physiology A","8A6RE9ZG;CQ4PSU6E;XXAXGRUX"
"4TKK3VFS","journalArticle","Using Animal Data and Neural Dynamics to Reverse Engineer a Neuromechanical Rat Model","10.1007/978-3-319-22979-9_21","2015-07-28",,"N9R9QB36;S7EBCZE4"
"QQGBLNV8","journalArticle","Neurodynamic modeling of the fruit fly Drosophila melanogaster.","10.1088/1748-3190/ab9e52","2020-09-14","Bioinspiration & Biomimetics","N9R9QB36"
"5YTZZ2SL","journalArticle","Degradation of mouse locomotor pattern in the absence of proprioceptive sensory feedback","10.1073/pnas.1419045111","2014-11-25","Proceedings of the National Academy of Sciences of the United States of America","N9R9QB36"
"HJXF4BCU","journalArticle","Decoding the mechanisms of gait generation in salamanders by combining neurobiology, modeling and robotics","10.1007/s00422-012-0543-1","10/2013","Biological Cybernetics","XK5E9LE4"
"BYJ53U9M","journalArticle","Gust Loads Alleviation Using Special Control Surfaces","10.2514/1.19876","January 1, 2007","Journal of Aircraft","BBE4U5K8;MMK48V5F;U65AP8TW"
"9WITMHJ6","bookSection","Control of Cat Walking and Paw-Shake by a Multifunctional Central Pattern Generator","10.1007/978-1-4939-3267-2_12","2016",,"BHJDGXEG"
"B3IPQU7J","journalArticle","HUMAN NEURONAL INTERLIMB COORDINATION DURING SPLIT-BELT LOCOMOTION","10.1007/bf00227344","1994-01-01","Experimental Brain Research","N9R9QB36"
"B8ZY8L79","journalArticle","An Intersegmental Neuronal Architecture for Spinal Wave Propagation under Deletions","10.1523/jneurosci.1737-09.2009","2009-08-19","The Journal of Neuroscience","N9R9QB36"
"E9PJQFB8","journalArticle","A Functional Subnetwork Approach to Designing Synthetic Nervous Systems That Control Legged Robot Locomotion","10.3389/fnbot.2017.00037","2017-08-09","Frontiers in Neurorobotics","7MUA9TNJ;BBGSDJ8D;G2YJMU83;JHS52VG2;N9R9QB36;S495ULAK;SEM476TQ"
"MJ2FT5BB","journalArticle","Control of Cat Walking and Paw-Shake by a Multifunctional Central Pattern Generator","10.1007/978-1-4939-3267-2_12","2016-01-01",,"N9R9QB36"
"22NSVTYG","journalArticle","Genetic Ablation of V2a Ipsilateral Interneurons Disrupts Left-Right Locomotor Coordination in Mammalian Spinal Cord","10.1016/j.neuron.2008.08.009","2008-10-09","Neuron","N9R9QB36"
"BX469S6S","conferencePaper","BoxyBot: a swimming and crawling fish robot controlled by a central pattern generator","10.1109/BIOROB.2006.1639162","2006",,"7MUA9TNJ;JHS52VG2;RPTFU546;T82M4DVB;TYJX29H8"
"9WSVCXQH","journalArticle","Control of fore- and hindlimb movements and their coordination during quadrupedal locomotion across speeds in adult spinal cats","10.1089/neu.2022.0042","2022-03-27","Journal of Neurotrauma","N9R9QB36"
"PTX7TDWE","journalArticle","On the nature of the fundamental activity of the nervous centres; together with an analysis of the conditioning of rhythmic activity in progression, and a theory of the evolution of function in the nervous system",,"1914-03-31","The Journal of Physiology","XK5E9LE4"
"KB6PK6WV","journalArticle","A review of the integrate-and-fire neuron model: II. Inhomogeneous synaptic input and network properties","10.1007/s00422-006-0082-8","8/2006","Biological Cybernetics","YGJ8NW46"
"9C5PKQ7H","journalArticle","Neuromusculoskeletal Modeling for the Adaptive Control of Posture During Locomotion","10.1007/978-1-4939-3267-2_8","2016-01-01",,"N9R9QB36"
"GMEFJR84","journalArticle","Stochastic transitions between in-phase and anti-phase synchronization in coupled map-based neural oscillators","10.1016/j.cnsns.2020.105611","04/2021","Communications in Nonlinear Science and Numerical Simulation","QUIZCN5R"
"JUHHBD7N","journalArticle","Development and Training of a Neural Controller for Hind Leg Walking in a Dog Robot","10.3389/fnbot.2017.00018","2017-04-04","Frontiers in Neurorobotics","7E78U3HX;7MUA9TNJ;BBGSDJ8D;JHS52VG2;RPTFU546;T82M4DVB;TK8F7HCH;V22WMIYJ"
"2A8IHX6X","journalArticle","Which Model to Use for Cortical Spiking Neurons?","10.1109/TNN.2004.832719","09/2004","IEEE Transactions on Neural Networks","RPTFU546;YGJ8NW46"
"Z8FBDXTR","journalArticle","Neuromusculoskeletal Modeling: Estimation of Muscle Forces and Joint Moments and Movements From Measurements of Neural Command",,"2004-11","Journal of applied biomechanics","AJENK7I2;V22WMIYJ;Z2IJ6ASX"
"E3G5VVK2","journalArticle","Contribution of stretch reflexes to locomotor control: a modeling study","10.1007/s00422-003-0449-z","2004-02-01","Biological Cybernetics","N9R9QB36"
"99ZE8A3L","journalArticle","A quantitative description of membrane current and its application to conduction and excitation in nerve","10.1113/jphysiol.1952.sp004764","1952-08-28","The Journal of Physiology","9MSB9F4D;RPTFU546;V22WMIYJ;YGJ8NW46"
"ML273A7B","journalArticle","Spinal Cord Circuits: Models and Reality","10.1007/s11062-022-09927-7","2022-09-24","Neurophysiology","N9R9QB36"
"D8HTLIWD","journalArticle","Contribution of sensory feedback to ongoing ankle extensor activity during the stance phase of walking","10.1139/y04-043","2004-07-01","Canadian Journal of Physiology and Pharmacology","N9R9QB36"
"BAJMRSPB","journalArticle","Role of muscle spindle feedback in regulating muscle activity strength during walking at different speed in mice.","10.1152/jn.00250.2018","2018-11-01","Journal of Neurophysiology","N9R9QB36"
"SVA92GGV","journalArticle","Inhibition and Facilitation of the Spinal Locomotor Central Pattern Generator and Reflex Circuits by Somatosensory Feedback From the Lumbar and Perineal Regions After Spinal Cord Injury.","10.3389/fnins.2021.720542","2021-07-28","Frontiers in Neuroscience","N9R9QB36"
"T4J7NWSD","journalArticle","A CPG-based sensory feedback control method for robotic fish locomotion",,,,"TYJX29H8"
"LHCQR7T2","journalArticle","Positive force feedback in human walking: Positive force feedback in human walking","10.1113/jphysiol.2007.130088","2007-05-15","The Journal of Physiology","7N4C29P2"
"3GNH6CE3","journalArticle","Making Connections in the Fly Visual System","10.1016/S0896-6273(02)00876-0","August 29, 2002","Neuron","5T5PXLZC"
"HBAEC9DM","journalArticle","A role for hip position in initiating the swing-to-stance transition in walking cats.","10.1152/jn.00511.2005","November 2005","Journal of neurophysiology","XXAXGRUX"
"5PC5PQBR","journalArticle","Resonance tuning in a neuro-musculo-skeletal model of the forearm","10.1007/s00422-006-0112-6","2007-02-01","Biological Cybernetics","N9R9QB36"
"PUVMGVWH","journalArticle","Speed dependency in ╬▒-motoneuron activity and locomotor modules in human locomotion: Indirect evidence for phylogenetically conserved spinal circuits","10.1098/rspb.2017.0290","2017-03-29","Proceedings of the Royal Society of London B: Biological Sciences","N9R9QB36"
"KLW72RN7","journalArticle","The Central Pattern Generator: a paradigm for artificial locomotion","10.1007/s005000000051","12/2000","Soft Computing","TYJX29H8"
"KN7DFBLG","journalArticle","Actions from group II muscle afferents during fictive locomotion are not mediated through the short latency flexion reflex pathways",,"1995-09-24","The Society for Neuroscience Abstracts","N9R9QB36"
"PENK87C4","journalArticle","Digital Multiplierless Implementation of Biological Adaptive-Exponential Neuron Model","10.1109/TCSI.2013.2286030","04/2014","IEEE Transactions on Circuits and Systems I: Regular Papers","YGJ8NW46"
"TUXHQBJH","journalArticle","Distribution of networks generating and coordinating locomotor activity in the neonatal rat spinal cord in vitro: a lesion study","10.1523/jneurosci.16-18-05777.1996","1996-09-15","The Journal of Neuroscience","N9R9QB36"
"UKZAKBST","journalArticle","Attitude Determination for MAVs Using a Kalman Filter","10.1016/S1007-0214(08)70094-4","October 1, 2008","Tsinghua Science & Technology","8KUXKGCX;U65AP8TW"
"A8WA2EWB","journalArticle","Spinal cord pattern generators for locomotion","10.1016/S1388-2457(03)00120-2","August 2003","Clinical Neurophysiology","XXAXGRUX"
"BHJ7SKZI","journalArticle","Modulation of stretch reflexes during locomotion in the mesencephalic cat","10.1113/jphysiol.1982.sp014319","1982-08-01","The Journal of Physiology","N9R9QB36"
"FIS6CH64","journalArticle","Diversity of reticulospinal systems in mammals","10.1016/j.cophys.2019.03.001","2019-04-01","Current Opinion in Physiology","N9R9QB36"
"B3XX8T8Z","attachment","Horcholle-Bossavit - Encoding of muscle contractile tension by golgi tendon organs.pdf",,,,"XXAXGRUX"
"UUA6X4RX","journalArticle","Deconstructing the modular organization and real-time dynamics of mammalian spinal locomotor networks","10.1038/s41467-023-36587-w","2023-02-16",,"N9R9QB36"
"QF94MHRJ","journalArticle","The Brain in Its Body: Motor Control and Sensing in a Biomechanical Context","10.1523/jneurosci.3338-09.2009","2009-10-14","The Journal of Neuroscience","N9R9QB36"
"26AP5W6T","journalArticle","Autonomous gait transition and galloping over unperceived obstacles of a quadruped robot with CPG modulated by vestibular feedback","10.1016/j.robot.2018.10.002","01/2019","Robotics and Autonomous Systems","7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"UPJVW9LD","journalArticle","A computational model of insect campaniform sensilla predicts encoding of forces during walking.","10.1088/1748-3190/ac1ced","2021-08-12","Bioinspiration & Biomimetics","N9R9QB36"
"4ZM44RF2","journalArticle","From neuron to behavior: dynamic equation-based prediction of biological processes in motor control","10.1007/s00422-011-0446-6","2011-07-01","Biological Cybernetics","N9R9QB36"
"68G7FI44","journalArticle","Taking the next step: cortical contributions to the control of locomotion","10.1016/j.conb.2015.01.011","2015-08-01","Current Opinion in Neurobiology","N9R9QB36"
"FNWW6VRC","journalArticle","Oscillatory network with self-organized dynamical connections for synchronization-based image segmentation","10.1016/j.biosystems.2004.05.005","8/2004","Biosystems","QIP5VX22"
"T56ZBELP","journalArticle","Neuromodulation of the Spinal Cord for Movement Restoration","10.1016/b978-0-12-805353-9.00098-x","2018-01-01",,"N9R9QB36"
"UGXGI43U","journalArticle","Epidural spinal cord stimulation as an intervention for motor recovery after motor complete spinal cord injury.","10.1152/jn.00020.2021","2021-10-20","Journal of Neurophysiology","N9R9QB36"
"NG4WC86N","journalArticle","Central pattern generating networks in insect locomotion","10.1002/dneu.22738","01/2020","Developmental Neurobiology","3JICMNZE;7MUA9TNJ;JHS52VG2;JNXN9AAK;PCKP9AS7;PDND6A7U;RPTFU546;TYJX29H8"
"RG5CUUZC","journalArticle","A bio-inspired condylar hinge joint for mobile robots","10.1109/IROS.2011.6048561","September 2011","International Conference on Intelligent Robots and Systems","7BJ8K9CF;AR82MPS8;Q5A46GCA;SUKCWFGV"
"IJLCRF6C","journalArticle","The Persistent Sodium Current Generates Pacemaker Activities in the Central Pattern Generator for Locomotion and Regulates the Locomotor Rhythm","10.1523/JNEUROSCI.1437-08.2008","2008-08-20","Journal of Neuroscience","TYJX29H8"
